,participant,gender,age,language,logical_training,trials,response,aim,comments,type
1254,anon6,female,28,english,Yes,X_Z_cat_ele,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
1255,anon6,female,28,english,Yes,XY_XandY_catele_catandele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
1256,anon6,female,28,english,Yes,XY_XandY_catdog_catanddog_catanddog,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
1257,anon6,female,28,english,Yes,X_X_ele_ele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
1258,anon6,female,28,english,Yes,X_XandY_dog_catanddog,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
1259,anon6,female,28,english,Yes,XY_Z_catele_dog,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
1260,anon6,female,28,english,Yes,XY_Z_dogele_cat,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
1261,anon6,female,28,english,Yes,X_Z_ele_dog,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
1262,anon6,female,28,english,Yes,X_XorY_ele_catorele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
1263,anon6,female,28,english,Yes,X_XorY_cat_catorele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
1264,anon6,female,28,english,Yes,X_XandY_ele_dogandele,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
1265,anon6,female,28,english,Yes,XY_XorY_catele_catorele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
1266,anon6,female,28,english,Yes,X_XorY_dog_catordog,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
1267,anon6,female,28,english,Yes,XY_X_catdog_cat,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
1268,anon6,female,28,english,Yes,X_Z_cat_dog,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
1269,anon6,female,28,english,Yes,XY_Z_catdog_ele,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
1270,anon6,female,28,english,Yes,XY_X_catele_cat,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
1271,anon6,female,28,english,Yes,XY_XorY_dogele_dogorele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
1272,anon6,female,28,english,Yes,XY_XandY_dogele_dogandele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
1273,anon60,female,25,English,No,X_XorY_dog_catordog,1,I am not sure.,No issues,binary
1274,anon60,female,25,English,No,XY_XorY_catdog_catordog,1,I am not sure.,No issues,binary
1275,anon60,female,25,English,No,X_Z_dog_cat,0,I am not sure.,No issues,binary
1276,anon60,female,25,English,No,XY_Z_catele_dog,0,I am not sure.,No issues,binary
1277,anon60,female,25,English,No,XY_X_catele_cat,1,I am not sure.,No issues,binary
1278,anon60,female,25,English,No,XY_Z_catdog_ele,0,I am not sure.,No issues,binary
1279,anon60,female,25,English,No,XY_XorY_catele_catorele,1,I am not sure.,No issues,binary
1280,anon60,female,25,English,No,XY_Z_dogele_cat,0,I am not sure.,No issues,binary
1281,anon60,female,25,English,No,X_XorY_ele_catorele,1,I am not sure.,No issues,binary
1282,anon60,female,25,English,No,XY_X_dogele_ele,1,I am not sure.,No issues,binary
1283,anon60,female,25,English,No,X_Z_ele_dog,0,I am not sure.,No issues,binary
1284,anon60,female,25,English,No,XY_XandY_catdog_catanddog_catanddog,1,I am not sure.,No issues,binary
1285,anon60,female,25,English,No,X_XorY_ele_dogorele,1,I am not sure.,No issues,binary
1286,anon60,female,25,English,No,X_XandY_cat_catanddog,0,I am not sure.,No issues,binary
1287,anon60,female,25,English,No,XY_X_catdog_cat,1,I am not sure.,No issues,binary
1288,anon60,female,25,English,No,X_XandY_ele_catandele,0,I am not sure.,No issues,binary
1289,anon60,female,25,English,No,XY_XandY_dogele_dogandele,1,I am not sure.,No issues,binary
1290,anon60,female,25,English,No,X_XandY_ele_dogandele,0,I am not sure.,No issues,binary
1291,anon60,female,25,English,No,X_X_ele_ele,1,I am not sure.,No issues,binary
1292,anon60,female,25,English,No,XY_XandY_catele_catandele,1,I am not sure.,No issues,binary
1293,anon60,female,25,English,No,XY_XorY_dogele_dogorele,1,I am not sure.,No issues,binary
1294,anon60,female,25,English,No,X_Z_cat_dog,0,I am not sure.,No issues,binary
1295,anon60,female,25,English,No,X_X_cat_cat,1,I am not sure.,No issues,binary
1296,anon60,female,25,English,No,X_X_dog_dog,1,I am not sure.,No issues,binary
1297,anon61,female,35,English,Yes,XY_XandY_catele_catandele,1,Not sure.,No.,binary
1298,anon61,female,35,English,Yes,XY_Z_dogele_cat,0,Not sure.,No.,binary
1299,anon61,female,35,English,Yes,XY_Z_catele_dog,0,Not sure.,No.,binary
1300,anon61,female,35,English,Yes,X_XandY_ele_catandele,0,Not sure.,No.,binary
1301,anon61,female,35,English,Yes,XY_XorY_catdog_catordog,1,Not sure.,No.,binary
1302,anon61,female,35,English,Yes,X_X_ele_ele,1,Not sure.,No.,binary
1303,anon61,female,35,English,Yes,X_X_cat_cat,1,Not sure.,No.,binary
1304,anon61,female,35,English,Yes,XY_X_catdog_dog,1,Not sure.,No.,binary
1305,anon61,female,35,English,Yes,X_XorY_cat_catorele,1,Not sure.,No.,binary
1306,anon61,female,35,English,Yes,XY_XandY_catdog_catanddog_catanddog,1,Not sure.,No.,binary
1307,anon61,female,35,English,Yes,X_Z_cat_ele,0,Not sure.,No.,binary
1308,anon61,female,35,English,Yes,XY_X_catele_cat,1,Not sure.,No.,binary
1309,anon61,female,35,English,Yes,XY_XorY_catele_catorele,1,Not sure.,No.,binary
1310,anon61,female,35,English,Yes,X_Z_ele_dog,0,Not sure.,No.,binary
1311,anon61,female,35,English,Yes,X_XandY_dog_dogandele,0,Not sure.,No.,binary
1312,anon61,female,35,English,Yes,X_XorY_dog_catordog,1,Not sure.,No.,binary
1313,anon61,female,35,English,Yes,XY_XandY_dogele_dogandele,1,Not sure.,No.,binary
1314,anon61,female,35,English,Yes,XY_Z_catdog_ele,0,Not sure.,No.,binary
1315,anon61,female,35,English,Yes,X_XorY_cat_catordog,1,Not sure.,No.,binary
1316,anon61,female,35,English,Yes,X_X_dog_dog,1,Not sure.,No.,binary
1317,anon61,female,35,English,Yes,X_XandY_cat_catandele,0,Not sure.,No.,binary
1318,anon61,female,35,English,Yes,XY_XorY_dogele_dogorele,1,Not sure.,No.,binary
1319,anon61,female,35,English,Yes,X_Z_ele_cat,0,Not sure.,No.,binary
1320,anon61,female,35,English,Yes,XY_X_catdog_cat,1,Not sure.,No.,binary
1321,anon62,male,30,english,Yes,XY_X_catele_ele,100,To see if people understand logic statements,no,slider
1322,anon62,male,30,english,Yes,XY_XandY_catele_catandele,100,To see if people understand logic statements,no,slider
1323,anon62,male,30,english,Yes,XY_XorY_catdog_catordog,0,To see if people understand logic statements,no,slider
1324,anon62,male,30,english,Yes,X_XorY_cat_catordog,100,To see if people understand logic statements,no,slider
1325,anon62,male,30,english,Yes,X_XandY_cat_catandele,0,To see if people understand logic statements,no,slider
1326,anon62,male,30,english,Yes,X_XorY_cat_catorele,100,To see if people understand logic statements,no,slider
1327,anon62,male,30,english,Yes,X_Z_dog_cat,0,To see if people understand logic statements,no,slider
1328,anon62,male,30,english,Yes,XY_X_catele_cat,100,To see if people understand logic statements,no,slider
1329,anon62,male,30,english,Yes,XY_Z_catdog_ele,0,To see if people understand logic statements,no,slider
1330,anon62,male,30,english,Yes,X_Z_cat_ele,0,To see if people understand logic statements,no,slider
1331,anon62,male,30,english,Yes,XY_Z_catele_dog,0,To see if people understand logic statements,no,slider
1332,anon62,male,30,english,Yes,X_X_ele_ele,100,To see if people understand logic statements,no,slider
1333,anon62,male,30,english,Yes,XY_XorY_dogele_dogorele,0,To see if people understand logic statements,no,slider
1334,anon62,male,30,english,Yes,XY_Z_dogele_cat,0,To see if people understand logic statements,no,slider
1335,anon62,male,30,english,Yes,XY_XorY_catele_catorele,0,To see if people understand logic statements,no,slider
1336,anon62,male,30,english,Yes,XY_XandY_dogele_dogandele,100,To see if people understand logic statements,no,slider
1337,anon62,male,30,english,Yes,XY_XandY_catdog_catanddog_catanddog,100,To see if people understand logic statements,no,slider
1338,anon62,male,30,english,Yes,X_Z_dog_ele,0,To see if people understand logic statements,no,slider
1339,anon62,male,30,english,Yes,X_XandY_cat_catanddog,0,To see if people understand logic statements,no,slider
1340,anon62,male,30,english,Yes,X_XandY_ele_catandele,0,To see if people understand logic statements,no,slider
1341,anon62,male,30,english,Yes,X_X_cat_cat,100,To see if people understand logic statements,no,slider
1342,anon62,male,30,english,Yes,XY_X_dogele_ele,100,To see if people understand logic statements,no,slider
1343,anon62,male,30,english,Yes,X_XorY_ele_catorele,100,To see if people understand logic statements,no,slider
1344,anon62,male,30,english,Yes,X_X_dog_dog,100,To see if people understand logic statements,no,slider
1345,anon63,female,24,English,No,X_X_cat_cat,1,,,binary
1346,anon63,female,24,English,No,XY_XorY_catdog_catordog,1,,,binary
1347,anon63,female,24,English,No,XY_XorY_catele_catorele,1,,,binary
1348,anon63,female,24,English,No,X_XorY_cat_catordog,1,,,binary
1349,anon63,female,24,English,No,XY_X_dogele_ele,1,,,binary
1350,anon63,female,24,English,No,XY_X_catele_cat,1,,,binary
1351,anon63,female,24,English,No,XY_XandY_catele_catandele,1,,,binary
1352,anon63,female,24,English,No,X_XorY_ele_dogorele,1,,,binary
1353,anon63,female,24,English,No,XY_Z_catele_dog,0,,,binary
1354,anon63,female,24,English,No,XY_Z_dogele_cat,0,,,binary
1355,anon63,female,24,English,No,XY_XandY_catdog_catanddog_catanddog,1,,,binary
1356,anon63,female,24,English,No,X_XandY_cat_catandele,0,,,binary
1357,anon63,female,24,English,No,X_XorY_ele_catorele,1,,,binary
1358,anon63,female,24,English,No,X_X_ele_ele,1,,,binary
1359,anon63,female,24,English,No,XY_XorY_dogele_dogorele,1,,,binary
1360,anon63,female,24,English,No,X_Z_ele_dog,0,,,binary
1361,anon63,female,24,English,No,XY_X_catdog_cat,1,,,binary
1362,anon63,female,24,English,No,X_Z_ele_cat,0,,,binary
1363,anon63,female,24,English,No,XY_Z_catdog_ele,0,,,binary
1364,anon63,female,24,English,No,X_XandY_ele_catandele,0,,,binary
1365,anon63,female,24,English,No,XY_XandY_dogele_dogandele,1,,,binary
1366,anon63,female,24,English,No,X_X_dog_dog,1,,,binary
1367,anon63,female,24,English,No,X_Z_dog_cat,0,,,binary
1368,anon63,female,24,English,No,X_XandY_dog_dogandele,0,,,binary
1369,anon64,male,30,English,No,XY_X_dogele_dog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1370,anon64,male,30,English,No,X_Z_dog_cat,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1371,anon64,male,30,English,No,X_XorY_cat_catorele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1372,anon64,male,30,English,No,XY_Z_catele_dog,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1373,anon64,male,30,English,No,X_XandY_dog_dogandele,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1374,anon64,male,30,English,No,XY_XandY_dogele_dogandele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1375,anon64,male,30,English,No,XY_XorY_dogele_dogorele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1376,anon64,male,30,English,No,X_X_ele_ele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1377,anon64,male,30,English,No,X_XandY_ele_catandele,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1378,anon64,male,30,English,No,XY_XorY_catdog_catordog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1379,anon64,male,30,English,No,X_X_cat_cat,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1380,anon64,male,30,English,No,X_Z_dog_ele,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1381,anon64,male,30,English,No,X_XandY_cat_catandele,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1382,anon64,male,30,English,No,XY_XandY_catele_catandele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1383,anon64,male,30,English,No,X_Z_ele_cat,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1384,anon64,male,30,English,No,XY_XandY_catdog_catanddog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1385,anon64,male,30,English,No,XY_Z_catdog_ele,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1386,anon64,male,30,English,No,X_XorY_dog_dogorele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1387,anon64,male,30,English,No,XY_X_dogele_ele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1388,anon64,male,30,English,No,XY_Z_dogele_cat,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1389,anon64,male,30,English,No,X_X_dog_dog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1390,anon64,male,30,English,No,X_XorY_cat_catordog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1391,anon64,male,30,English,No,XY_XorY_catele_catorele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1392,anon64,male,30,English,No,XY_X_catdog_dog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
1393,anon65,male,28,English,No,XY_X_catdog_dog,1,To see what decisions were correct to what was on the cards. ,,binary
1394,anon65,male,28,English,No,X_Z_cat_ele,0,To see what decisions were correct to what was on the cards. ,,binary
1395,anon65,male,28,English,No,X_XorY_dog_dogorele,1,To see what decisions were correct to what was on the cards. ,,binary
1396,anon65,male,28,English,No,XY_XandY_catele_catandele_catandele,1,To see what decisions were correct to what was on the cards. ,,binary
1397,anon65,male,28,English,No,XY_Z_catdog_ele,0,To see what decisions were correct to what was on the cards. ,,binary
1398,anon65,male,28,English,No,X_X_cat_cat,1,To see what decisions were correct to what was on the cards. ,,binary
1399,anon65,male,28,English,No,XY_Z_catele_dog,0,To see what decisions were correct to what was on the cards. ,,binary
1400,anon65,male,28,English,No,XY_X_dogele_ele,1,To see what decisions were correct to what was on the cards. ,,binary
1401,anon65,male,28,English,No,X_XandY_ele_catandele,0,To see what decisions were correct to what was on the cards. ,,binary
1402,anon65,male,28,English,No,X_X_ele_ele,1,To see what decisions were correct to what was on the cards. ,,binary
1403,anon65,male,28,English,No,X_XandY_dog_dogandele,0,To see what decisions were correct to what was on the cards. ,,binary
1404,anon65,male,28,English,No,X_XandY_ele_dogandele,0,To see what decisions were correct to what was on the cards. ,,binary
1405,anon65,male,28,English,No,XY_XorY_catele_catorele,1,To see what decisions were correct to what was on the cards. ,,binary
1406,anon65,male,28,English,No,XY_XorY_dogele_dogorele,1,To see what decisions were correct to what was on the cards. ,,binary
1407,anon65,male,28,English,No,XY_Z_dogele_cat,0,To see what decisions were correct to what was on the cards. ,,binary
1408,anon65,male,28,English,No,X_XorY_cat_catorele,1,To see what decisions were correct to what was on the cards. ,,binary
1409,anon65,male,28,English,No,X_Z_dog_ele,0,To see what decisions were correct to what was on the cards. ,,binary
1410,anon65,male,28,English,No,XY_X_catele_ele,1,To see what decisions were correct to what was on the cards. ,,binary
1411,anon65,male,28,English,No,XY_XandY_catdog_catanddog,1,To see what decisions were correct to what was on the cards. ,,binary
1412,anon65,male,28,English,No,XY_XandY_dogele_dogandele,1,To see what decisions were correct to what was on the cards. ,,binary
1413,anon65,male,28,English,No,X_X_dog_dog,1,To see what decisions were correct to what was on the cards. ,,binary
1414,anon65,male,28,English,No,XY_XorY_catdog_catordog,1,To see what decisions were correct to what was on the cards. ,,binary
1415,anon65,male,28,English,No,X_Z_cat_dog,0,To see what decisions were correct to what was on the cards. ,,binary
1416,anon65,male,28,English,No,X_XorY_cat_catordog,1,To see what decisions were correct to what was on the cards. ,,binary
1417,anon66,male,31,english,No,XY_XandY_catdog_catanddog,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1418,anon66,male,31,english,No,X_X_ele_ele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1419,anon66,male,31,english,No,XY_XandY_catele_catandele_catandele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1420,anon66,male,31,english,No,X_XorY_cat_catorele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1421,anon66,male,31,english,No,X_XorY_dog_dogorele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1422,anon66,male,31,english,No,XY_X_catele_cat,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1423,anon66,male,31,english,No,X_XorY_dog_catordog,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1424,anon66,male,31,english,No,XY_X_catdog_cat,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1425,anon66,male,31,english,No,X_XandY_cat_catandele,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1426,anon66,male,31,english,No,XY_XorY_dogele_dogorele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1427,anon66,male,31,english,No,XY_Z_catele_dog,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1428,anon66,male,31,english,No,XY_Z_dogele_cat,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1429,anon66,male,31,english,No,X_XandY_dog_dogandele,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1430,anon66,male,31,english,No,XY_Z_catdog_ele,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1431,anon66,male,31,english,No,XY_X_dogele_ele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1432,anon66,male,31,english,No,X_X_cat_cat,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1433,anon66,male,31,english,No,X_Z_ele_dog,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1434,anon66,male,31,english,No,X_Z_ele_cat,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1435,anon66,male,31,english,No,X_X_dog_dog,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1436,anon66,male,31,english,No,XY_XorY_catele_catorele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1437,anon66,male,31,english,No,X_Z_cat_ele,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1438,anon66,male,31,english,No,X_XandY_ele_catandele,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1439,anon66,male,31,english,No,XY_XandY_dogele_dogandele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1440,anon66,male,31,english,No,XY_XorY_catdog_catordog,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
1441,anon67,male,42,English,No,X_XorY_dog_dogorele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1442,anon67,male,42,English,No,X_Z_ele_cat,0,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1443,anon67,male,42,English,No,XY_XandY_catele_catandele_catandele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1444,anon67,male,42,English,No,XY_XorY_dogele_dogorele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1445,anon67,male,42,English,No,X_XandY_dog_dogandele,0,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1446,anon67,male,42,English,No,X_XorY_cat_catorele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1447,anon67,male,42,English,No,XY_XandY_catdog_catanddog,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1448,anon67,male,42,English,No,XY_XorY_catdog_catordog,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1449,anon67,male,42,English,No,XY_X_catele_ele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1450,anon67,male,42,English,No,X_XandY_ele_catandele,0,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1451,anon67,male,42,English,No,X_XorY_ele_catorele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1452,anon67,male,42,English,No,XY_Z_dogele_cat,0,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1453,anon67,male,42,English,No,X_XandY_dog_catanddog,0,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1454,anon67,male,42,English,No,X_X_dog_dog,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1455,anon67,male,42,English,No,XY_Z_catdog_ele,0,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1456,anon67,male,42,English,No,X_Z_ele_dog,0,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1457,anon67,male,42,English,No,X_X_cat_cat,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1458,anon67,male,42,English,No,XY_XorY_catele_catorele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1459,anon67,male,42,English,No,XY_Z_catele_dog,0,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1460,anon67,male,42,English,No,X_X_ele_ele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1461,anon67,male,42,English,No,X_Z_dog_cat,0,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1462,anon67,male,42,English,No,XY_X_dogele_dog,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1463,anon67,male,42,English,No,XY_X_dogele_ele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1464,anon67,male,42,English,No,XY_XandY_dogele_dogandele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
1465,anon68,male,27,english,No,XY_XorY_catdog_catordog,100,no idea,,slider
1466,anon68,male,27,english,No,X_XorY_ele_catorele,100,no idea,,slider
1467,anon68,male,27,english,No,XY_XorY_catele_catorele,100,no idea,,slider
1468,anon68,male,27,english,No,XY_X_catdog_cat,100,no idea,,slider
1469,anon68,male,27,english,No,XY_X_catdog_dog,100,no idea,,slider
1470,anon68,male,27,english,No,X_Z_cat_dog,0,no idea,,slider
1471,anon68,male,27,english,No,X_X_cat_cat,100,no idea,,slider
1472,anon68,male,27,english,No,X_XandY_dog_catanddog,0,no idea,,slider
1473,anon68,male,27,english,No,X_XandY_dog_dogandele,0,no idea,,slider
1474,anon68,male,27,english,No,X_Z_dog_ele,0,no idea,,slider
1475,anon68,male,27,english,No,X_XorY_dog_dogorele,100,no idea,,slider
1476,anon68,male,27,english,No,XY_XorY_dogele_dogorele,100,no idea,,slider
1477,anon68,male,27,english,No,X_XandY_cat_catanddog,0,no idea,,slider
1478,anon68,male,27,english,No,X_Z_ele_cat,0,no idea,,slider
1479,anon68,male,27,english,No,XY_XandY_catdog_catanddog,100,no idea,,slider
1480,anon68,male,27,english,No,XY_XandY_dogele_dogandele,100,no idea,,slider
1481,anon68,male,27,english,No,XY_Z_catdog_ele,0,no idea,,slider
1482,anon68,male,27,english,No,X_X_dog_dog,100,no idea,,slider
1483,anon68,male,27,english,No,XY_XandY_catele_catandele_catandele,100,no idea,,slider
1484,anon68,male,27,english,No,X_X_ele_ele,100,no idea,,slider
1485,anon68,male,27,english,No,XY_Z_dogele_cat,0,no idea,,slider
1486,anon68,male,27,english,No,XY_Z_catele_dog,0,no idea,,slider
1487,anon68,male,27,english,No,X_XorY_dog_catordog,100,no idea,,slider
1488,anon68,male,27,english,No,XY_X_dogele_dog,100,no idea,,slider
1489,anon69,male,30,English,No,X_Z_ele_cat,4,Not sure,,slider
1490,anon69,male,30,English,No,XY_Z_dogele_cat,0,Not sure,,slider
1491,anon69,male,30,English,No,XY_X_catdog_cat,64,Not sure,,slider
1492,anon69,male,30,English,No,X_XorY_dog_catordog,30,Not sure,,slider
1493,anon69,male,30,English,No,X_XorY_dog_dogorele,57,Not sure,,slider
1494,anon69,male,30,English,No,X_XandY_ele_dogandele,67,Not sure,,slider
1495,anon69,male,30,English,No,XY_Z_catdog_ele,0,Not sure,,slider
1496,anon69,male,30,English,No,X_X_cat_cat,100,Not sure,,slider
1497,anon69,male,30,English,No,XY_XandY_catdog_catanddog,100,Not sure,,slider
1498,anon69,male,30,English,No,XY_XorY_dogele_dogorele,61,Not sure,,slider
1499,anon69,male,30,English,No,XY_Z_catele_dog,0,Not sure,,slider
1500,anon69,male,30,English,No,XY_XandY_catele_catandele,100,Not sure,,slider
1501,anon69,male,30,English,No,X_XorY_ele_dogorele,57,Not sure,,slider
1502,anon69,male,30,English,No,X_XandY_cat_catanddog,28,Not sure,,slider
1503,anon69,male,30,English,No,X_Z_cat_dog,0,Not sure,,slider
1504,anon69,male,30,English,No,XY_X_catele_cat,60,Not sure,,slider
1505,anon69,male,30,English,No,X_Z_dog_ele,0,Not sure,,slider
1506,anon69,male,30,English,No,XY_XandY_dogele_dogandele,100,Not sure,,slider
1507,anon69,male,30,English,No,X_XandY_dog_dogandele,32,Not sure,,slider
1508,anon69,male,30,English,No,X_X_ele_ele,100,Not sure,,slider
1509,anon69,male,30,English,No,XY_XorY_catdog_catordog,50,Not sure,,slider
1510,anon69,male,30,English,No,XY_XorY_catele_catorele,56,Not sure,,slider
1511,anon69,male,30,English,No,X_X_dog_dog,100,Not sure,,slider
1512,anon69,male,30,English,No,XY_X_catdog_dog,54,Not sure,,slider
1513,anon7,male,44,English,No,X_XorY_cat_catordog,100,Our perception of the english language and how it pertains to questions and answers,"Thanks, good luck with your research. ",slider
1514,anon7,male,44,English,No,X_X_ele_ele,100,Our perception of the english language and how it pertains to questions and answers,"Thanks, good luck with your research. ",slider
1515,anon7,male,44,English,No,XY_XorY_catdog_catordog,0,Our perception of the english language and how it pertains to questions and answers,"Thanks, good luck with your research. ",slider
1516,anon7,male,44,English,No,X_XorY_ele_catorele,100,Our perception of the english language and how it pertains to questions and answers,"Thanks, good luck with your research. ",slider
1517,anon7,male,44,English,No,XY_Z_catele_dog,0,Our perception of the english language and how it pertains to questions and answers,"Thanks, good luck with your research. ",slider
1518,anon7,male,44,English,No,XY_XandY_catele_catandele,100,Our perception of the english language and how it pertains to questions and answers,"Thanks, good luck with your research. ",slider
1519,anon7,male,44,English,No,X_X_cat_cat,100,Our perception of the english language and how it pertains to questions and answers,"Thanks, good luck with your research. ",slider
